MOVENODE,5,1000000.000000,2000.000000,0.000000,0.000000,
MOVENODE,8,0.000000,3013.000000,3655.000000,0.000000,
MOVENODE,5,2000000.000000,2000.000000,200.000000,0.000000,
MOVENODE,8,1000000.000000,3004.000000,3652.000000,0.000000,
MOVENODE,5,3000000.000000,2000.000000,400.000000,0.000000,
MOVENODE,8,2000000.000000,3004.000000,3652.000000,0.000000,
MOVENODE,5,4000000.000000,2000.000000,600.000000,0.000000,
MOVENODE,8,3000000.000000,3010.000000,3646.000000,0.000000,
MOVENODE,5,5000000.000000,2000.000000,800.000000,0.000000,
MOVENODE,8,4000000.000000,3010.000000,3646.000000,0.000000,
MOVENODE,5,6000000.000000,2000.000000,1000.000000,0.000000,
MOVENODE,8,5000000.000000,3009.000000,3636.000000,0.000000,
MOVENODE,5,7000000.000000,2000.000000,1200.000000,0.000000,
MOVENODE,8,6000000.000000,3009.000000,3636.000000,0.000000,
MOVENODE,5,8000000.000000,2000.000000,1400.000000,0.000000,
MOVENODE,8,7000000.000000,3006.000000,3643.000000,0.000000,
MOVENODE,5,9000000.000000,2000.000000,1600.000000,0.000000,
MOVENODE,8,8000000.000000,3006.000000,3643.000000,0.000000,
MOVENODE,5,10000000.000000,2000.000000,1800.000000,0.000000,
MOVENODE,8,9000000.000000,3000.000000,3650.000000,0.000000,
MOVENODE,5,11000000.000000,2000.000000,2000.000000,0.000000,
MOVENODE,8,10000000.000000,3000.000000,3650.000000,0.000000,
MOVENODE,5,12000000.000000,2000.000000,2200.000000,0.000000,
MOVENODE,8,11000000.000000,3002.000000,3649.000000,0.000000,
MOVENODE,5,13000000.000000,2000.000000,2400.000000,0.000000,
MOVENODE,8,12000000.000000,3002.000000,3649.000000,0.000000,
MOVENODE,5,14000000.000000,2000.000000,2600.000000,0.000000,
MOVENODE,8,13000000.000000,3007.000000,3653.000000,0.000000,
MOVENODE,5,15000000.000000,2000.000000,2800.000000,0.000000,
MOVENODE,8,14000000.000000,3007.000000,3653.000000,0.000000,
MOVENODE,5,16000000.000000,2000.000000,3000.000000,0.000000,
MOVENODE,8,15000000.000000,3001.000000,3654.000000,0.000000,
MOVENODE,5,17000000.000000,2000.000000,3200.000000,0.000000,
MOVENODE,8,16000000.000000,3001.000000,3654.000000,0.000000,
MOVENODE,5,18000000.000000,2000.000000,3400.000000,0.000000,
MOVENODE,8,17000000.000000,2993.000000,3652.000000,0.000000,
MOVENODE,5,19000000.000000,2000.000000,3600.000000,0.000000,
MOVENODE,8,18000000.000000,2993.000000,3652.000000,0.000000,
MOVENODE,5,20000000.000000,2000.000000,3800.000000,0.000000,
MOVENODE,8,19000000.000000,3003.000000,3658.000000,0.000000,
MOVENODE,5,21000000.000000,2000.000000,4000.000000,0.000000,
MOVENODE,8,20000000.000000,3003.000000,3658.000000,0.000000,
MOVENODE,5,22000000.000000,2000.000000,4200.000000,0.000000,
MOVENODE,8,21000000.000000,2996.000000,3662.000000,0.000000,
MOVENODE,5,23000000.000000,2000.000000,4400.000000,0.000000,
MOVENODE,8,22000000.000000,2996.000000,3662.000000,0.000000,
MOVENODE,5,24000000.000000,2000.000000,4600.000000,0.000000,
MOVENODE,8,23000000.000000,2986.000000,3658.000000,0.000000,
