#Type=Line
#Heading=Link_2_Throughput
#XLabel=Time (ms)
#Num_Y=1
#YLabel=Throughput (Mbps)
0,0,
0.255139,3.172204,
1.339911,2.616110,
2.336577,5.232163,
3.072737,6.371307,
3.538057,5.999156,
5.802704,5.745141,
6.010064,5.890346,
7.222224,6.578771,
7.475984,6.693614,
8.156944,6.968462,
8.466704,7.078239,
9.369264,7.358673,
9.619824,7.426472,
10.145584,7.558890,
10.617744,7.666540,
11.105104,7.768082,
12.962084,7.384720,
15.079700,6.887760,
15.828153,6.872397,
16.888313,7.068163,
17.070873,7.098955,
18.283033,7.290768,
19.205593,7.420409,
19.262553,7.427538,
20.474713,7.579366,
21.102873,7.650965,
22.117433,7.758285,
22.913593,7.835757,
24.125753,7.944098,
24.598713,7.983237,
25.497273,8.053934,
26.571033,8.132215,
27.133593,8.170586,
28.345753,8.248479,
29.272313,8.303592,
30.484473,8.370732,
31.201433,8.407862,
32.189593,8.456440,
33.092153,8.498249,
33.209113,8.503249,
34.421273,8.555679,
35.247033,8.589244,
36.307993,8.630203,
37.520153,8.674201,
38.098713,8.694082,
39.257273,8.732378,
39.569433,8.742136,
40.157593,8.760320,
41.369753,8.796411,
41.468313,8.799040,
41.677273,8.804831,
42.268633,8.821325,
43.480793,8.853963,
43.800953,8.862121,
45.013113,8.892550,
45.849273,8.912537,
47.061433,8.940343,
47.940793,8.959580,
48.780953,8.977302,
49.382713,8.989570,
50.594873,9.013588,
51.479833,9.030359,
52.155193,9.042730,
52.243353,9.044162,
52.827513,9.054550,
54.468504,9.001778,
56.212769,8.937922,
56.889729,8.950392,
57.139489,8.954811,
57.989249,8.969962,
58.659438,8.959263,
59.780398,8.978618,
61.063323,8.939202,
62.275483,8.959695,
62.497243,8.963233,
64.756777,8.837521,
64.804937,8.838236,
66.017097,8.859422,
66.122057,8.861088,
67.334217,8.881448,
67.520777,8.884396,
67.845737,8.889598,
68.696297,8.903207,
68.883657,8.906051,
69.962217,8.922778,
70.704777,8.933956,
71.916937,8.951791,
72.281897,8.956950,
73.494057,8.974023,
73.847017,8.978797,
75.059177,8.995161,
75.254537,8.997642,
76.466697,9.013406,
76.646057,9.015589,
77.567817,9.027163,
78.198377,9.034885,
78.934537,9.043764,
79.517097,9.050649,
80.470894,9.059591,
80.712654,9.062288,
82.655489,8.884411,
84.945686,8.784735,
86.157846,8.801721,
86.283606,8.803357,
87.495766,8.819825,
88.055926,8.827224,
88.916086,8.838461,
89.121846,8.841035,
89.646806,8.847715,
90.487766,8.858317,
92.900681,8.758616,
93.342441,8.764388,
94.110629,8.719880,
95.153739,8.643626,
97.153187,8.477595,
99.131272,8.430613,
99.969832,8.443681,
101.181992,8.462231,
101.991752,8.474346,
103.040712,8.489784,
104.252872,8.507251,
104.461032,8.510134,
104.910792,8.516429,
106.122952,8.533285,
106.294312,8.535559,
107.506472,8.551981,
108.191432,8.561060,
108.236392,8.561569,
109.405464,8.506059,
112.611166,8.371473,
113.458526,8.383551,
113.817886,8.388570,
114.086846,8.392285,
114.374206,8.396241,
115.586366,8.412976,
116.517726,8.425579,
117.341886,8.436556,
117.487646,8.438414,
118.699806,8.454280,
118.962366,8.457611,
119.212926,8.460772,
119.556286,8.465112,
119.671646,8.466511,
121.140927,8.463806,
121.866687,8.472876,
123.078847,8.487838,
123.267807,8.490078,
123.867967,8.497317,
124.367327,8.503273,
124.721087,8.507441,
125.218847,8.513298,
125.894207,8.521197,
126.540767,8.528677,
127.204127,8.536275,
128.191441,8.505539,
128.977201,8.514570,
129.255573,8.504154,
130.350812,8.461607,
132.464529,8.408057,
133.259889,8.417487,
134.472049,8.431681,
134.871409,8.436253,
135.620369,8.444818,
136.075729,8.449952,
136.718289,8.457167,
137.930449,8.470656,
138.063409,8.472059,
139.275569,8.485288,
140.078929,8.493907,
140.767089,8.501201,
140.980849,8.503406,
142.193009,8.516096,
142.375569,8.517932,
143.587729,8.530376,
143.867889,8.533171,
145.080049,8.545361,
145.659409,8.551081,
146.419569,8.558537,
147.466929,8.568710,
148.459089,8.578211,
148.968849,8.583012,
149.828209,8.591075,
150.679569,8.598972,
150.759729,8.599653,
151.400689,8.605518,
152.320849,8.613879,
153.037809,8.620310,
153.973169,8.628629,
154.897329,8.636749,
155.751889,8.644167,
156.964049,8.654576,
157.195409,8.656496,
158.407569,8.666716,
158.462929,8.667121,
158.847089,8.670284,
159.513649,8.675780,
160.117809,8.680717,
161.329969,8.690570,
161.775729,8.694118,
162.318289,8.698424,
162.836849,8.702510,
163.217809,8.705480,
165.912442,8.637094,
166.599002,8.642653,
167.327962,8.648509,
168.540122,8.658172,
169.313082,8.664241,
169.542842,8.665995,
170.755002,8.675408,
170.854362,8.676122,
171.115322,8.678085,
172.327482,8.687328,
172.414042,8.687931,
173.555002,8.696502,
174.275162,8.701833,
175.252922,8.709021,
176.465082,8.717834,
176.979642,8.721508,
177.194202,8.723002,
178.406362,8.731624,
178.543322,8.732544,
179.310682,8.737914,
179.356442,8.738183,
180.938080,8.697171,
181.735370,8.686000,
182.350730,8.690381,
183.989693,8.648361,
186.320772,8.605167,
186.963332,8.609909,
187.037892,8.610412,
188.250052,8.619309,
188.510212,8.621163,
189.545215,8.610681,
190.831078,8.607033,
191.760838,8.613737,
192.805548,8.618182,
193.951308,8.626296,
194.733068,8.631761,
194.800428,8.632185,
195.117388,8.634358,
195.417548,8.636406,
196.361399,8.607605,
198.871358,8.533724,
200.528408,8.494484,
202.945208,8.453007,
203.135768,8.454411,
203.399128,8.456365,
204.902548,8.453430,
205.166708,8.455375,
205.392468,8.457026,
205.724628,8.447571,
207.819268,8.380057,
209.437578,8.373136,
209.934538,8.376942,
210.850698,8.383948,
211.362058,8.387813,
211.962218,8.392332,
212.432778,8.395848,
213.240961,8.398280,
215.752656,8.334254,
216.423216,8.339370,
216.951376,8.343369,
219.113356,8.316323,
219.784716,8.321422,
220.075276,8.323594,
221.287436,8.332734,
221.339596,8.333084,
222.381356,8.340849,
223.593516,8.349801,
224.176076,8.354046,
225.145836,8.361093,
225.936742,8.365675,
226.836102,8.372112,
227.949862,8.380024,
229.259981,8.365251,
230.502818,8.372693,
230.976578,8.375989,
232.188738,8.384426,
232.948098,8.389651,
234.160258,8.397947,
234.422018,8.399695,
235.634178,8.407886,
236.267138,8.412111,
236.723298,8.415130,
237.935458,8.423164,
238.710018,8.428240,
239.922178,8.436141,
240.009538,8.436670,
240.273698,8.438349,
240.608258,8.440481,
241.820418,8.448258,
242.453378,8.452270,
242.579138,8.453033,
243.372898,8.458039,
243.519458,8.458927,
243.931618,8.461492,
245.002978,8.468180,
246.215138,8.475683,
246.432098,8.476986,
246.609058,8.478040,
247.959539,8.452965,
248.246899,8.454717,
249.935656,8.429055,
251.653879,8.397762,
252.157360,8.394605,
253.037273,8.379198,
254.551183,8.376945,
255.251343,8.381360,
256.441903,8.388837,
256.517263,8.389273,
257.729423,8.396811,
257.922383,8.397974,
259.064943,8.405002,
260.277103,8.412393,
