MOVENODE,5,1000000.000000,3500.000000,1500.000000,0.000000,
MOVENODE,6,1000000.000000,2700.000000,1500.000000,0.000000,
MOVENODE,7,1000000.000000,2000.000000,1500.000000,0.000000,
MOVENODE,8,1000000.000000,1500.000000,1400.000000,0.000000,
MOVENODE,9,1000000.000000,800.000000,1450.000000,0.000000,
MOVENODE,5,2000000.000000,3500.000000,1500.000000,0.000000,
MOVENODE,6,2000000.000000,2700.000000,1500.000000,0.000000,
MOVENODE,7,2000000.000000,2000.000000,1500.000000,0.000000,
MOVENODE,8,2000000.000000,1500.000000,1420.000000,0.000000,
MOVENODE,9,2000000.000000,800.000000,1152.000000,0.000000,
MOVENODE,5,3000000.000000,3500.000000,1500.000000,0.000000,
MOVENODE,6,3000000.000000,2700.000000,1500.000000,0.000000,
MOVENODE,7,3000000.000000,2000.000000,1500.000000,0.000000,
MOVENODE,8,3000000.000000,1480.000000,1440.000000,0.000000,
MOVENODE,9,3000000.000000,780.000000,1165.000000,0.000000,
MOVENODE,5,4000000.000000,3500.000000,1500.000000,0.000000,
MOVENODE,6,4000000.000000,2700.000000,1500.000000,0.000000,
MOVENODE,7,4000000.000000,2000.000000,1500.000000,0.000000,
MOVENODE,8,4000000.000000,1460.000000,1450.000000,0.000000,
MOVENODE,9,4000000.000000,815.000000,1180.000000,0.000000,
MOVENODE,5,5000000.000000,3500.000000,1500.000000,0.000000,
MOVENODE,6,5000000.000000,2700.000000,1500.000000,0.000000,
MOVENODE,7,5000000.000000,2000.000000,1500.000000,0.000000,
MOVENODE,8,5000000.000000,1480.000000,1420.000000,0.000000,
MOVENODE,9,5000000.000000,830.000000,1200.000000,0.000000,
MOVENODE,5,6000000.000000,3500.000000,1500.000000,0.000000,
MOVENODE,6,6000000.000000,2700.000000,1500.000000,0.000000,
MOVENODE,7,6000000.000000,2000.000000,1500.000000,0.000000,
MOVENODE,8,6000000.000000,1500.000000,1420.000000,0.000000,
MOVENODE,9,6000000.000000,840.000000,1220.000000,0.000000,
MOVENODE,5,7000000.000000,3500.000000,1500.000000,0.000000,
MOVENODE,6,7000000.000000,2700.000000,1500.000000,0.000000,
MOVENODE,7,7000000.000000,2000.000000,1500.000000,0.000000,
MOVENODE,8,7000000.000000,1500.000000,1420.000000,0.000000,
MOVENODE,9,7000000.000000,850.000000,1230.000000,0.000000,
MOVENODE,5,8000000.000000,3500.000000,1500.000000,0.000000,
MOVENODE,6,8000000.000000,2700.000000,1500.000000,0.000000,
MOVENODE,7,8000000.000000,2000.000000,1500.000000,0.000000,
MOVENODE,8,8000000.000000,1500.000000,1420.000000,0.000000,
MOVENODE,9,8000000.000000,840.000000,1260.000000,0.000000,
MOVENODE,5,9000000.000000,3500.000000,1500.000000,0.000000,
MOVENODE,6,9000000.000000,2700.000000,1500.000000,0.000000,
MOVENODE,7,9000000.000000,2000.000000,1500.000000,0.000000,
