MOVENODE,5,0.000000,3513.000000,1126.000000,0.000000,
MOVENODE,6,0.000000,2616.000000,1132.000000,0.000000,
MOVENODE,7,0.000000,1732.000000,1100.000000,0.000000,
MOVENODE,8,0.000000,913.000000,1113.000000,0.000000,
MOVENODE,9,0.000000,335.000000,1087.000000,0.000000,
MOVENODE,5,1000000.000000,3506.000000,1126.000000,0.000000,
MOVENODE,6,1000000.000000,2618.000000,1130.000000,0.000000,
MOVENODE,7,1000000.000000,1734.000000,1110.000000,0.000000,
MOVENODE,8,1000000.000000,909.000000,1109.000000,0.000000,
MOVENODE,9,1000000.000000,330.000000,1094.000000,0.000000,
MOVENODE,5,2000000.000000,3506.000000,1126.000000,0.000000,
MOVENODE,6,2000000.000000,2618.000000,1130.000000,0.000000,
MOVENODE,7,2000000.000000,1734.000000,1110.000000,0.000000,
MOVENODE,8,2000000.000000,909.000000,1109.000000,0.000000,
MOVENODE,9,2000000.000000,330.000000,1094.000000,0.000000,
MOVENODE,5,3000000.000000,3511.000000,1122.000000,0.000000,
MOVENODE,6,3000000.000000,2615.000000,1125.000000,0.000000,
MOVENODE,7,3000000.000000,1728.000000,1108.000000,0.000000,
MOVENODE,8,3000000.000000,911.000000,1102.000000,0.000000,
MOVENODE,9,3000000.000000,332.000000,1096.000000,0.000000,
MOVENODE,5,4000000.000000,3511.000000,1122.000000,0.000000,
MOVENODE,6,4000000.000000,2615.000000,1125.000000,0.000000,
MOVENODE,7,4000000.000000,1728.000000,1108.000000,0.000000,
MOVENODE,8,4000000.000000,911.000000,1102.000000,0.000000,
MOVENODE,9,4000000.000000,332.000000,1096.000000,0.000000,
MOVENODE,5,5000000.000000,3506.000000,1122.000000,0.000000,
MOVENODE,6,5000000.000000,2606.000000,1115.000000,0.000000,
MOVENODE,7,5000000.000000,1723.000000,1108.000000,0.000000,
MOVENODE,8,5000000.000000,913.000000,1092.000000,0.000000,
MOVENODE,9,5000000.000000,330.000000,1096.000000,0.000000,
MOVENODE,5,6000000.000000,3506.000000,1122.000000,0.000000,
MOVENODE,6,6000000.000000,2606.000000,1115.000000,0.000000,
MOVENODE,7,6000000.000000,1723.000000,1108.000000,0.000000,
MOVENODE,8,6000000.000000,913.000000,1092.000000,0.000000,
MOVENODE,9,6000000.000000,330.000000,1096.000000,0.000000,
MOVENODE,5,7000000.000000,3506.000000,1122.000000,0.000000,
MOVENODE,6,7000000.000000,2606.000000,1124.000000,0.000000,
MOVENODE,7,7000000.000000,1722.000000,1112.000000,0.000000,
MOVENODE,8,7000000.000000,908.000000,1098.000000,0.000000,
MOVENODE,9,7000000.000000,327.000000,1101.000000,0.000000,
MOVENODE,5,8000000.000000,3506.000000,1122.000000,0.000000,
MOVENODE,6,8000000.000000,2606.000000,1124.000000,0.000000,
MOVENODE,7,8000000.000000,1722.000000,1112.000000,0.000000,
MOVENODE,8,8000000.000000,908.000000,1098.000000,0.000000,
MOVENODE,9,8000000.000000,327.000000,1101.000000,0.000000,
MOVENODE,5,9000000.000000,3501.000000,1130.000000,0.000000,
MOVENODE,6,9000000.000000,2611.000000,1118.000000,0.000000,
MOVENODE,7,9000000.000000,1727.000000,1107.000000,0.000000,
MOVENODE,8,9000000.000000,914.000000,1102.000000,0.000000,
MOVENODE,9,9000000.000000,327.000000,1104.000000,0.000000,
